usage_id,customer_id,usage_time,data_mb,app_type
U957,34,2026-02-22 10:29:24.313358,73.27,Netflix
U958,352,2026-04-01 18:52:42.031214,197.66,Browsing
U959,934,2026-01-17 20:22:42.101292,445.32,Netflix
U960,774,2026-04-04 04:59:45.828976,119.33,Instagram
U961,964,2026-03-21 16:06:51.521358,36.45,Netflix
U962,416,2026-03-28 14:01:50.968388,184.1,WhatsApp
U963,236,2026-03-15 13:02:26.006211,77.87,Netflix
U964,289,2026-01-09 16:31:09.080251,487.37,Netflix
U965,353,2026-01-26 14:08:14.173802,242.33,YouTube
U966,243,2026-03-10 03:03:17.958795,195.08,YouTube
U967,963,2026-01-31 17:34:10.390436,308.32,Netflix
U968,458,2026-02-02 22:35:07.189409,456.68,WhatsApp
U969,394,2026-03-27 15:35:11.233552,386.66,Browsing
U970,844,2026-03-12 04:30:25.060092,220.75,Instagram
U971,285,2026-02-03 11:18:45.115210,264.42,Netflix
U972,647,2026-03-07 17:10:52.802208,482.72,WhatsApp
U973,367,2026-03-24 10:57:46.621855,160.93,YouTube
U974,863,2026-02-16 06:58:40.454923,378.2,Browsing
U975,322,2026-01-20 07:32:25.907279,143.14,Instagram
U976,8,2026-01-31 19:26:56.768096,298.35,Browsing
U977,588,2026-03-06 04:44:18.133809,77.29,Netflix
U978,718,2026-02-16 16:41:37.684471,440.71,WhatsApp
U979,52,2026-02-22 00:24:57.659760,422.19,Netflix
U980,140,2026-01-06 14:54:50.757881,89.26,Browsing
U981,414,2026-01-24 08:13:21.301691,178.97,Instagram
U982,421,2026-03-19 15:27:08.425645,222.92,Netflix
U983,86,2026-03-31 14:55:53.914649,144.86,Netflix
U984,408,2026-03-03 22:46:50.339920,115.78,Browsing
U985,247,2026-03-29 22:16:26.455287,228.74,WhatsApp
U986,170,2026-04-02 19:05:34.518689,58.59,YouTube
U987,633,2026-01-14 09:36:10.104732,16.06,YouTube
U988,678,2026-02-11 20:23:19.240218,148.75,Instagram
U989,180,2026-01-18 17:21:38.839724,21.03,WhatsApp
U990,238,2026-01-20 08:02:59.632337,303.48,WhatsApp
U991,537,2026-01-27 03:59:00.326487,369.14,WhatsApp
U992,11,2026-02-21 19:38:25.393651,407.21,WhatsApp
U993,176,2026-04-03 06:36:17.515738,297.69,Netflix
U994,964,2026-02-24 12:19:02.924335,82.76,WhatsApp
U995,915,2026-02-18 01:01:01.673184,20.94,WhatsApp
U996,644,2026-01-06 12:53:05.617847,312.54,Instagram
U997,701,2026-02-15 03:42:35.091392,251.46,YouTube
U998,111,2026-01-21 14:28:33.634733,8.92,Browsing
U999,866,2026-01-05 20:10:33.946146,465.6,WhatsApp
U1000,400,2026-01-15 09:20:54.882280,70.3,Instagram
U1001,130,2026-03-08 20:10:53.787831,292.26,Instagram
U1002,609,2026-03-21 11:40:56.544105,129.28,Browsing
U1003,782,2026-03-07 17:56:51.121563,118.15,WhatsApp
U1004,657,2026-03-15 22:43:49.930307,163.45,YouTube
U1005,246,2026-02-22 04:58:36.363868,420.41,WhatsApp
U1006,896,2026-02-13 01:38:57.493098,133.32,Browsing
U1007,816,2026-02-17 08:54:26.370780,392.63,Netflix
U1008,877,2026-02-09 11:12:08.813035,41.63,Netflix
U1009,105,2026-03-22 12:02:19.384634,311.38,WhatsApp
U1010,85,2026-01-17 20:31:25.244893,304.69,YouTube
U1011,97,2026-01-22 13:57:12.319128,90.34,Instagram
U1012,581,2026-01-06 14:49:18.851127,467.36,WhatsApp
U1013,452,2026-01-25 04:53:35.859971,154.38,Browsing
U1014,409,2026-03-22 00:54:57.808032,49.01,Instagram
U1015,240,2026-03-23 04:42:59.112118,52.14,WhatsApp
U1016,744,2026-01-30 03:18:07.447438,5.91,Browsing
U1017,893,2026-03-27 07:35:36.660614,169.08,WhatsApp
U1018,912,2026-03-27 23:06:09.091844,118.4,YouTube
U1019,841,2026-02-13 22:22:26.268589,76.92,Netflix
U1020,413,2026-03-29 11:05:09.279252,423.9,YouTube
U1021,807,2026-02-01 23:40:00.588978,170.81,Browsing
U1022,726,2026-01-17 23:12:21.214248,480.29,Netflix
U1023,674,2026-01-06 01:57:33.862679,452.0,WhatsApp
U1024,173,2026-01-12 06:54:23.445685,180.16,WhatsApp
U1025,93,2026-03-14 07:42:14.824133,322.22,Netflix
U1026,18,2026-02-04 20:23:02.643139,485.46,Instagram
U1027,264,2026-01-13 03:04:30.877014,287.84,YouTube
U1028,315,2026-03-21 15:23:28.369504,31.62,Instagram
U1029,303,2026-03-03 06:38:04.560322,70.73,Netflix
U1030,469,2026-04-02 00:02:04.960667,25.76,Netflix
U1031,554,2026-03-02 18:59:09.733049,85.53,YouTube
U1032,658,2026-02-25 03:08:33.072682,192.06,Netflix
U1033,753,2026-02-11 22:17:00.757276,150.45,Netflix
U1034,154,2026-01-16 13:33:21.714297,32.49,Netflix
U1035,930,2026-03-09 10:05:01.770679,84.45,Browsing
U1036,314,2026-02-23 19:07:39.915807,39.78,Instagram
U1037,885,2026-02-20 00:54:08.415061,30.22,Instagram
U1038,684,2026-03-21 23:03:42.778152,224.14,Instagram
U1039,940,2026-03-19 22:30:06.072326,133.93,Netflix
U1040,480,2026-02-03 19:53:23.247285,83.42,Netflix
U1041,26,2026-01-29 10:42:06.489611,453.14,Browsing
U1042,757,2026-03-01 06:48:02.991570,386.03,Netflix
U1043,527,2026-04-02 11:34:05.313769,470.75,Browsing
U1044,851,2026-02-27 05:42:11.765668,74.62,WhatsApp
U1045,974,2026-01-21 11:09:05.824884,47.41,Netflix
U1046,245,2026-04-04 18:13:41.317963,455.58,Browsing
U1047,619,2026-03-16 01:56:49.494653,110.78,Browsing
U1048,227,2026-02-24 15:04:18.986438,271.21,Browsing
U1049,955,2026-02-18 12:01:59.549129,297.54,Instagram
U1050,593,2026-01-27 12:51:34.331335,369.87,WhatsApp
U1051,894,2026-01-08 03:14:39.636834,152.13,Browsing
U1052,118,2026-04-04 05:46:28.283025,66.22,Browsing
U1053,81,2026-01-22 22:17:51.305661,222.35,YouTube
U1054,515,2026-01-17 16:31:46.754291,184.39,Browsing
U1055,326,2026-02-20 12:53:58.928772,134.12,Netflix
U1056,227,2026-03-06 19:35:04.486240,354.09,WhatsApp
U1057,956,2026-03-10 02:25:40.123770,222.84,WhatsApp
U1058,794,2026-02-04 14:10:49.935990,59.52,Netflix
U1059,423,2026-02-24 21:08:58.300281,376.82,Netflix
U1060,834,2026-02-26 23:52:32.310332,265.69,Browsing
U1061,960,2026-01-14 00:42:20.914267,278.91,Instagram
U1062,953,2026-03-01 16:50:14.819243,88.46,Browsing
U1063,254,2026-03-13 07:09:21.645587,174.47,YouTube
U1064,92,2026-01-25 03:39:28.260123,95.71,Netflix
U1065,276,2026-03-19 19:54:43.470644,439.72,Netflix
U1066,539,2026-02-07 20:49:52.869052,237.47,Browsing
U1067,43,2026-01-26 07:20:49.245673,231.47,YouTube
U1068,945,2026-02-11 09:01:50.895274,105.43,Instagram
U1069,100,2026-03-16 05:40:59.210535,240.93,WhatsApp
U1070,117,2026-02-24 07:19:30.752892,438.87,Netflix
U1071,639,2026-03-18 00:09:02.155164,429.05,Netflix
U1072,520,2026-02-28 05:20:22.040822,90.01,Netflix
U1073,62,2026-03-10 12:34:38.128514,221.96,YouTube
U1074,774,2026-02-15 13:28:11.740614,320.51,WhatsApp
U1075,148,2026-01-16 13:48:11.172643,12.83,WhatsApp
U1076,112,2026-04-01 07:59:54.772452,227.55,Browsing
U1077,711,2026-01-22 03:09:10.208937,47.67,Browsing
U1078,356,2026-03-29 21:13:50.001607,418.69,Netflix
U1079,39,2026-01-24 07:22:43.286110,485.89,Netflix
U1080,27,2026-02-22 10:49:44.795649,498.86,Browsing
U1081,739,2026-03-20 17:18:15.771852,117.84,Browsing
U1082,524,2026-02-12 01:16:04.023284,345.67,WhatsApp
U1083,814,2026-01-19 05:57:42.957716,419.24,Instagram
U1084,946,2026-02-01 15:06:00.131190,55.66,YouTube
U1085,524,2026-03-17 05:59:05.600608,327.97,Netflix
U1086,499,2026-01-25 12:13:48.768660,174.16,Netflix
U1087,273,2026-03-20 22:54:04.225464,376.19,Browsing
U1088,670,2026-02-04 02:42:02.290065,432.95,WhatsApp
U1089,322,2026-03-05 09:46:04.217983,413.8,Netflix
U1090,944,2026-02-22 20:37:40.420370,89.96,YouTube
U1091,230,2026-03-22 19:10:04.716032,45.93,WhatsApp
U1092,657,2026-02-07 13:54:13.165363,308.82,WhatsApp
U1093,657,2026-02-21 21:37:35.514063,101.11,Instagram
U1094,775,2026-03-18 11:54:45.701782,205.8,Netflix
U1095,330,2026-03-09 02:22:02.714217,142.62,Netflix
U1096,642,2026-01-12 07:43:31.952123,25.74,Instagram
U1097,541,2026-01-05 13:51:41.180223,219.82,Netflix
U1098,228,2026-01-22 04:59:39.102608,485.54,Netflix
U1099,243,2026-02-08 20:58:56.874446,98.04,Netflix
U1100,104,2026-01-09 23:50:33.802224,155.46,WhatsApp
U1101,914,2026-03-06 22:24:29.988943,302.24,Browsing
U1102,632,2026-02-17 03:08:12.937844,455.67,YouTube
U1103,711,2026-03-06 08:48:00.373800,490.44,Netflix
U1104,362,2026-03-30 17:08:45.778517,444.12,YouTube
U1105,653,2026-02-23 22:41:28.405468,76.38,Instagram
U1106,223,2026-02-05 01:19:53.837627,426.23,WhatsApp
U1107,264,2026-01-22 15:58:28.362054,30.71,Browsing
U1108,485,2026-02-12 20:51:09.853345,437.15,Instagram
U1109,526,2026-01-16 18:01:48.856472,315.76,YouTube
U1110,971,2026-01-31 11:25:49.692825,378.73,Instagram
U1111,934,2026-02-08 18:17:23.179796,416.79,Netflix
U1112,520,2026-01-16 01:04:39.996045,383.22,Instagram
U1113,566,2026-02-01 04:26:40.033134,473.17,YouTube
U1114,9,2026-02-03 03:44:25.360941,222.19,Netflix
U1115,350,2026-01-02 02:15:26.123300,183.09,YouTube
U1116,737,2026-03-21 12:37:59.430923,37.25,YouTube
U1117,962,2026-02-11 06:40:39.278211,255.09,Netflix
U1118,137,2026-04-04 01:35:24.436055,198.22,Browsing
U1119,86,2026-03-05 06:40:41.417374,16.84,YouTube
U1120,275,2026-01-10 10:47:45.704960,456.07,YouTube
U1121,710,2026-01-25 23:55:26.500719,387.84,Netflix
U1122,318,2026-01-23 01:31:44.592643,194.9,Browsing
U1123,412,2026-01-05 21:42:08.235972,402.09,Browsing
U1124,470,2026-01-09 17:32:17.062291,335.58,WhatsApp
U1125,389,2026-01-06 23:27:10.278661,255.75,YouTube
U1126,163,2026-02-14 10:33:39.199692,233.78,Netflix
U1127,557,2026-02-14 07:39:55.451260,153.01,YouTube
U1128,598,2026-01-15 14:11:21.521970,21.23,Instagram
U1129,945,2026-01-07 06:03:40.860599,456.82,WhatsApp
U1130,758,2026-03-02 04:21:25.933106,418.77,YouTube
U1131,171,2026-01-01 00:38:50.455843,270.81,Instagram
U1132,262,2026-02-03 10:09:11.163857,346.66,WhatsApp
U1133,875,2026-02-12 15:08:14.336038,165.9,YouTube
U1134,852,2026-03-20 22:20:17.873964,476.8,Netflix
U1135,809,2026-02-01 14:55:08.431093,231.89,Instagram
U1136,452,2026-03-19 02:58:35.196636,408.41,WhatsApp
U1137,608,2026-02-12 15:31:23.454073,71.99,Netflix
U1138,159,2026-01-08 01:14:33.329556,13.5,YouTube
U1139,527,2026-02-02 10:54:16.003461,394.59,Netflix
U1140,389,2026-03-10 09:12:18.480287,391.26,Browsing
U1141,699,2026-02-09 12:45:48.408831,497.61,Netflix
U1142,628,2026-03-17 17:26:29.333291,428.07,YouTube
U1143,454,2026-02-12 19:13:26.382544,402.18,Browsing
U1144,213,2026-03-27 17:51:58.975932,409.05,Netflix
U1145,344,2026-04-02 16:44:52.990618,358.85,Browsing
U1146,878,2026-02-24 21:44:06.602880,232.33,Netflix
U1147,667,2026-03-28 17:43:03.714067,486.83,Browsing
U1148,847,2026-02-27 03:26:00.473771,411.04,Browsing
U1149,793,2026-03-23 01:28:16.841848,12.79,YouTube
U1150,398,2026-01-24 16:16:37.565952,325.66,YouTube
U1151,798,2026-03-14 20:45:44.426835,289.87,Instagram
U1152,658,2026-01-10 12:45:06.414452,172.19,Instagram
U1153,63,2026-01-16 22:43:09.496190,406.1,Instagram
U1154,316,2026-01-14 22:26:23.677534,350.2,Browsing
U1155,847,2026-03-13 04:28:21.281371,7.21,WhatsApp
U1156,655,2026-01-23 04:59:44.438989,453.04,Instagram
U1157,999,2026-02-15 02:20:35.466481,355.57,Browsing
U1158,872,2026-02-11 18:08:03.952645,352.23,WhatsApp
U1159,716,2026-01-22 17:23:51.093933,251.11,Browsing
U1160,971,2026-02-07 13:31:56.698868,68.83,WhatsApp
U1161,692,2026-03-23 16:18:38.751554,318.43,Netflix
U1162,648,2026-03-10 11:21:16.424381,217.63,Instagram
U1163,981,2026-01-13 23:48:46.214148,463.17,Browsing
U1164,346,2026-01-16 10:56:20.018145,255.03,Netflix
U1165,232,2026-02-20 11:07:58.131690,340.12,YouTube
U1166,15,2026-01-15 04:27:26.198496,21.31,YouTube
U1167,42,2026-01-06 07:19:24.909016,155.86,Browsing
U1168,491,2026-02-18 14:48:04.918370,78.46,YouTube
U1169,863,2026-02-23 15:24:28.023688,464.99,WhatsApp
U1170,76,2026-01-08 16:27:08.151076,369.41,Instagram
U1171,68,2026-01-02 16:07:44.601450,24.83,Browsing
U1172,342,2026-01-14 07:04:48.801298,268.96,Instagram
U1173,168,2026-01-10 06:50:56.459113,272.33,Browsing
U1174,428,2026-01-11 09:38:58.893062,396.05,YouTube
U1175,178,2026-02-15 04:51:49.882585,339.66,Instagram
U1176,261,2026-02-21 05:27:14.151957,288.0,Instagram
U1177,61,2026-03-05 09:38:23.613707,95.06,Instagram
U1178,432,2026-03-05 09:15:08.654395,165.87,WhatsApp
U1179,243,2026-03-02 06:49:25.429502,249.75,Instagram
U1180,177,2026-03-29 20:51:46.275071,444.93,Netflix
U1181,283,2026-01-06 04:58:11.824339,407.64,Browsing
U1182,580,2026-03-13 03:11:31.887916,278.54,Browsing
U1183,187,2026-02-04 12:28:34.980459,79.64,YouTube
U1184,431,2026-03-29 23:10:07.709550,39.9,WhatsApp
U1185,749,2026-02-09 16:47:16.548063,310.25,Netflix
U1186,11,2026-02-06 18:13:50.192198,326.59,Instagram
U1187,792,2026-02-06 06:10:30.341598,309.66,Browsing
U1188,886,2026-04-04 16:07:33.315170,159.95,Netflix
U1189,412,2026-01-03 15:13:41.749295,181.57,YouTube
U1190,343,2026-01-16 13:50:55.554216,133.72,Instagram
U1191,644,2026-02-03 16:02:17.633116,227.08,Netflix
U1192,240,2026-01-06 20:15:39.622927,346.08,Instagram
U1193,803,2026-04-01 17:45:16.886165,427.36,YouTube
U1194,766,2026-02-20 21:45:42.475164,233.02,Netflix
U1195,780,2026-03-08 04:56:54.682570,89.97,YouTube
U1196,601,2026-02-11 08:06:16.478923,458.08,Browsing
U1197,254,2026-02-24 10:45:46.323847,256.47,YouTube
U1198,292,2026-02-18 21:48:42.470223,328.38,Instagram
U1199,57,2026-04-03 11:54:55.848759,239.07,Instagram
U1200,575,2026-02-21 16:59:26.901939,160.8,YouTube
U1201,361,2026-03-04 04:52:49.926911,285.65,YouTube
U1202,687,2026-02-10 09:29:52.833544,88.8,Netflix
U1203,382,2026-02-11 16:55:22.464366,287.16,Netflix
U1204,326,2026-01-22 08:21:39.848984,102.46,Netflix
U1205,172,2026-02-25 21:52:20.060921,459.6,Netflix
U1206,655,2026-02-02 11:07:35.000990,404.8,Netflix
U1207,71,2026-02-07 20:01:27.672981,406.97,WhatsApp
U1208,489,2026-02-01 12:12:35.904785,103.88,YouTube
U1209,49,2026-02-05 21:13:37.615201,264.01,Instagram
U1210,600,2026-03-29 20:16:36.768418,495.51,Browsing
U1211,831,2026-03-13 01:30:50.532352,200.42,YouTube
U1212,318,2026-01-03 12:01:20.740765,138.57,YouTube
U1213,101,2026-01-02 03:35:22.827337,27.08,YouTube
U1214,630,2026-04-03 19:38:12.444067,165.68,Browsing
U1215,716,2026-02-28 20:14:01.880569,84.0,YouTube
U1216,763,2026-01-15 15:44:21.445446,461.48,Netflix
U1217,58,2026-01-21 20:26:47.849635,77.97,WhatsApp
U1218,917,2026-04-03 22:37:48.314869,205.05,YouTube
U1219,783,2026-02-20 03:03:08.934000,29.32,YouTube
U1220,102,2026-02-18 17:44:20.824237,274.35,YouTube
U1221,663,2026-01-25 13:53:11.120562,172.3,Browsing
U1222,786,2026-02-02 22:19:54.865010,407.14,Instagram
U1223,770,2026-02-21 23:34:31.555277,144.44,WhatsApp
U1224,411,2026-02-19 23:27:31.223675,311.27,Netflix
U1225,199,2026-03-23 12:50:44.600951,197.78,WhatsApp
U1226,216,2026-03-28 13:43:35.120141,377.4,YouTube
U1227,506,2026-02-11 00:18:32.213165,234.44,WhatsApp
U1228,271,2026-01-23 06:50:07.385836,452.79,Browsing
U1229,242,2026-01-14 22:17:35.492217,30.07,YouTube
U1230,317,2026-02-12 18:11:49.845736,82.36,Instagram
U1231,607,2026-01-22 18:48:19.820523,434.53,YouTube
U1232,166,2026-01-22 06:47:25.779071,186.49,Instagram
U1233,727,2026-04-01 23:18:54.530481,421.97,WhatsApp
U1234,194,2026-03-15 01:40:04.299294,104.52,Instagram
U1235,935,2026-02-10 13:08:50.210596,438.11,Browsing
U1236,297,2026-02-07 19:11:26.328002,139.99,WhatsApp
U1237,508,2026-02-24 20:56:29.238842,291.98,Instagram
U1238,163,2026-03-15 10:35:16.000656,159.64,YouTube
U1239,683,2026-01-11 21:21:31.893223,398.19,WhatsApp
U1240,125,2026-02-20 03:21:36.942775,150.82,YouTube
U1241,133,2026-02-14 20:40:08.672655,42.79,Netflix
U1242,535,2026-02-12 14:43:34.157405,350.81,WhatsApp
U1243,839,2026-03-18 03:04:53.087503,314.22,Instagram
U1244,894,2026-02-11 13:26:42.714071,237.37,Netflix
U1245,474,2026-03-22 08:07:20.261215,71.74,YouTube
U1246,879,2026-03-17 05:45:06.202614,426.59,Browsing
U1247,299,2026-03-18 06:16:41.391527,357.53,Instagram
U1248,797,2026-02-13 09:39:38.687611,329.13,Netflix
U1249,775,2026-01-02 08:03:50.760565,99.9,WhatsApp
U1250,361,2026-03-05 20:49:45.007026,254.7,Browsing
U1251,308,2026-01-25 14:24:24.087834,327.9,WhatsApp
U1252,838,2026-01-14 14:17:39.619793,435.31,Browsing
U1253,356,2026-03-03 15:34:53.346288,181.01,YouTube
U1254,739,2026-02-05 14:31:31.221835,9.59,Netflix
U1255,823,2026-03-20 16:14:55.632848,284.39,Netflix
U1256,504,2026-01-25 22:56:28.396705,335.82,WhatsApp
U1257,883,2026-02-05 23:38:18.902960,358.13,Netflix
U1258,897,2026-01-23 04:53:22.566725,439.69,YouTube
U1259,199,2026-02-03 05:48:55.699318,364.76,WhatsApp
U1260,805,2026-03-14 01:49:02.590981,225.83,YouTube
U1261,485,2026-03-31 22:54:12.859465,85.5,Browsing
U1262,823,2026-02-06 19:41:35.674437,169.77,Netflix
U1263,852,2026-01-22 03:02:32.340001,88.09,WhatsApp
U1264,217,2026-03-22 10:40:25.141495,155.43,Instagram
U1265,888,2026-04-04 16:54:22.045053,371.28,Instagram
U1266,153,2026-01-09 18:25:26.809314,455.21,Browsing
U1267,593,2026-01-18 02:55:25.886541,373.37,WhatsApp
U1268,46,2026-01-28 23:27:24.417400,319.55,WhatsApp
U1269,403,2026-01-15 08:10:26.468162,321.38,Instagram
U1270,600,2026-01-21 20:46:29.413987,427.32,Instagram
U1271,577,2026-04-02 01:54:29.913770,246.49,Instagram
U1272,948,2026-02-28 09:04:56.977322,169.92,Browsing
U1273,535,2026-03-15 20:09:28.809091,18.56,Netflix
U1274,744,2026-02-08 08:30:03.907276,93.14,WhatsApp
U1275,19,2026-02-05 09:24:08.704706,405.95,Instagram
U1276,614,2026-02-21 18:39:17.606808,303.45,Browsing
U1277,443,2026-01-13 07:24:47.786950,60.35,Netflix
U1278,856,2026-03-14 07:42:45.121292,122.7,YouTube
U1279,904,2026-03-25 01:41:41.701736,390.96,Instagram
U1280,44,2026-04-04 16:01:36.961343,49.92,Browsing
U1281,768,2026-03-19 03:59:39.421752,347.15,Instagram
U1282,680,2026-03-14 11:06:34.548256,8.14,Netflix
U1283,489,2026-02-02 14:27:08.532855,133.58,Browsing
U1284,985,2026-03-20 03:04:42.200554,389.25,YouTube
U1285,645,2026-03-20 19:43:36.495348,157.14,Browsing
U1286,476,2026-01-16 03:02:20.320607,70.75,Netflix
U1287,519,2026-01-07 13:23:15.050377,352.86,Netflix
U1288,103,2026-03-21 14:02:36.012906,110.09,WhatsApp
U1289,870,2026-02-10 23:45:57.261576,263.38,WhatsApp
U1290,692,2026-03-06 20:45:29.401705,70.81,Netflix
U1291,826,2026-02-25 15:08:47.216760,144.9,Netflix
U1292,407,2026-02-15 06:59:37.751687,313.2,Netflix
U1293,101,2026-01-18 08:32:53.032583,469.73,Netflix
U1294,494,2026-02-09 05:02:36.754959,418.02,YouTube
U1295,726,2026-01-05 15:53:30.900308,197.54,WhatsApp
U1296,994,2026-02-20 17:03:44.941310,473.39,YouTube
U1297,752,2026-01-27 06:43:20.284295,15.22,WhatsApp
U1298,448,2026-01-06 13:14:02.895769,50.89,Instagram
U1299,220,2026-01-26 11:29:57.303883,184.06,YouTube
U1300,999,2026-02-25 11:58:46.176668,311.05,YouTube
U1301,450,2026-01-13 12:15:56.251533,141.52,Browsing
U1302,549,2026-03-12 18:27:35.826852,258.11,Netflix
U1303,88,2026-03-22 22:55:07.889210,327.4,YouTube
U1304,151,2026-01-08 01:25:47.751079,369.88,Browsing
U1305,358,2026-03-25 19:49:33.221261,129.71,WhatsApp
U1306,149,2026-03-02 20:27:08.757916,253.86,Browsing
U1307,891,2026-03-23 21:59:52.651340,229.8,WhatsApp
U1308,628,2026-01-08 21:00:28.525202,90.37,Browsing
U1309,769,2026-02-21 03:47:55.623237,264.98,Instagram
U1310,511,2026-01-07 20:52:52.333148,22.54,Netflix
U1311,750,2026-02-11 13:36:49.521543,27.13,WhatsApp
U1312,653,2026-03-05 21:45:28.296958,345.86,Netflix
U1313,174,2026-02-03 00:11:36.539519,165.38,Browsing
U1314,727,2026-04-02 00:16:15.035445,325.94,Instagram
U1315,954,2026-02-04 13:55:19.115848,223.08,Instagram
U1316,436,2026-02-01 19:39:30.863752,302.56,WhatsApp
U1317,756,2026-01-19 07:08:14.850090,406.93,Browsing
U1318,570,2026-01-23 18:23:37.592681,184.45,Browsing
U1319,468,2026-02-20 21:01:50.384348,147.77,Browsing
U1320,942,2026-01-24 17:33:12.472059,81.08,Browsing
U1321,31,2026-02-08 20:01:05.499625,6.43,WhatsApp
U1322,578,2026-02-13 09:18:09.525421,432.39,Browsing
U1323,522,2026-04-04 22:10:50.655535,207.79,YouTube
U1324,88,2026-01-02 19:50:38.545620,332.63,Instagram
U1325,520,2026-01-05 07:11:58.442101,259.32,Netflix
U1326,302,2026-04-01 20:29:14.064386,443.57,WhatsApp
U1327,572,2026-01-20 10:17:37.582073,141.11,WhatsApp
U1328,865,2026-02-08 11:14:12.291402,253.53,Browsing
U1329,965,2026-02-08 23:13:15.525526,331.44,WhatsApp
U1330,129,2026-01-26 02:12:34.310079,182.03,Instagram
U1331,379,2026-01-05 09:35:46.985177,323.44,WhatsApp
U1332,713,2026-03-18 10:03:53.302765,6.37,YouTube
U1333,314,2026-03-07 02:13:05.968716,51.95,Instagram
U1334,633,2026-04-04 16:23:44.971271,137.44,WhatsApp
U1335,105,2026-01-20 10:08:28.341714,328.53,Netflix
U1336,735,2026-01-10 22:34:08.514640,406.9,Netflix
U1337,265,2026-02-11 05:28:52.807832,205.71,Browsing
U1338,508,2026-01-14 20:16:52.580013,87.74,Instagram
U1339,875,2026-03-12 11:05:35.244601,76.35,Browsing
U1340,246,2026-02-02 14:59:36.939452,311.65,WhatsApp
U1341,488,2026-01-07 16:07:47.340271,103.66,YouTube
U1342,886,2026-02-01 10:34:00.585365,194.86,Instagram
U1343,628,2026-01-12 15:26:51.033967,96.77,YouTube
U1344,502,2026-04-02 05:48:42.997526,345.9,WhatsApp
U1345,152,2026-01-10 01:12:05.749361,175.31,YouTube
U1346,942,2026-03-14 05:11:29.972665,21.99,Netflix
U1347,400,2026-04-01 22:12:12.565689,248.83,Instagram
U1348,988,2026-02-24 14:23:00.235080,276.74,Netflix
U1349,505,2026-02-01 17:20:31.925066,338.66,Browsing
U1350,73,2026-03-19 21:14:39.452008,300.92,Instagram
U1351,937,2026-03-27 20:03:24.487176,243.96,WhatsApp
U1352,423,2026-02-12 13:45:40.487611,221.5,WhatsApp
U1353,472,2026-03-11 14:33:07.689905,140.92,YouTube
U1354,634,2026-03-03 03:38:47.236337,284.73,Instagram
U1355,266,2026-01-18 04:27:44.645294,131.44,YouTube
U1356,965,2026-01-02 11:26:23.992198,403.03,WhatsApp
U1357,899,2026-01-27 11:25:51.828972,376.82,Browsing
U1358,350,2026-02-18 04:21:10.495560,421.0,Instagram
U1359,977,2026-01-25 11:18:02.690665,154.49,WhatsApp
U1360,230,2026-04-04 01:21:52.232318,29.52,Browsing
U1361,891,2026-01-13 02:16:58.952153,214.88,Netflix
U1362,969,2026-03-10 00:16:54.743924,109.76,Netflix
U1363,270,2026-01-29 02:10:03.083261,493.07,WhatsApp
U1364,347,2026-01-02 05:06:24.583939,179.28,Netflix
U1365,482,2026-01-26 00:53:09.663024,275.0,WhatsApp
U1366,705,2026-03-18 18:24:21.321068,195.5,Netflix
U1367,872,2026-01-27 01:24:34.994602,389.0,Instagram
U1368,609,2026-02-01 07:21:19.415605,96.34,Netflix
U1369,2,2026-02-14 23:24:20.411887,8.78,Browsing
U1370,71,2026-02-19 07:21:04.379402,8.86,Netflix
U1371,157,2026-03-05 09:15:55.466662,163.77,Netflix
U1372,756,2026-01-17 05:58:52.992823,11.16,WhatsApp
U1373,39,2026-04-02 00:36:12.365819,369.37,Instagram
U1374,587,2026-01-14 06:02:24.328236,410.7,Browsing
U1375,188,2026-01-03 08:49:54.774523,388.88,Browsing
U1376,829,2026-04-02 21:14:31.996269,490.32,Instagram
U1377,270,2026-01-31 06:50:19.831290,396.55,YouTube
U1378,599,2026-03-05 14:57:24.545701,226.78,Netflix
U1379,232,2026-04-03 06:06:27.778846,11.52,WhatsApp
U1380,561,2026-01-11 13:31:09.730254,38.79,YouTube
U1381,995,2026-01-08 21:59:45.523630,37.59,Browsing
U1382,633,2026-03-18 15:05:53.845019,229.82,WhatsApp
U1383,700,2026-02-03 02:23:43.695267,466.82,Browsing
U1384,214,2026-02-20 10:04:22.229020,70.11,WhatsApp
U1385,995,2026-02-24 20:13:32.779939,36.98,YouTube
U1386,818,2026-01-21 10:24:46.705351,229.71,WhatsApp
U1387,281,2026-03-31 13:16:47.419793,373.8,YouTube
U1388,964,2026-02-27 20:58:42.438704,192.06,WhatsApp
U1389,313,2026-01-20 19:07:53.826624,215.34,Netflix
U1390,252,2026-01-01 09:13:55.321338,154.43,Netflix
U1391,176,2026-02-21 06:40:43.831607,246.38,Netflix
U1392,753,2026-03-25 08:17:42.387080,240.04,Instagram
U1393,719,2026-01-23 14:25:11.758081,279.96,Instagram
U1394,28,2026-01-15 07:36:07.653461,344.44,Netflix
U1395,592,2026-03-06 22:16:45.599123,151.48,WhatsApp
U1396,433,2026-03-29 18:10:07.287739,40.2,Instagram
U1397,215,2026-02-18 01:38:50.064247,296.61,WhatsApp
U1398,645,2026-03-21 20:15:17.314443,373.08,YouTube
U1399,942,2026-02-23 16:34:18.377994,282.86,Browsing
U1400,198,2026-02-11 21:27:45.199614,346.46,Instagram
U1401,540,2026-01-21 13:59:37.316906,49.33,YouTube
U1402,238,2026-01-07 17:41:04.725258,202.47,Browsing
